,llama_gc_guess,llama_gc_ask_confidence,llama_gc_tok_confidence
3161,Yes,0.7,0.9977123738387728
3162,No,0.9,0.9993044211294042
3163,No,0.9,0.9991318378615267
3164,No,0.9,0.9931793132219983
3165,Yes,0.6,0.7522495053369015
3166,No,0.8,0.5911561647265046
3167,No,0.9,0.9980042550759415
3168,Yes,0.8,0.9992912074964337
3169,Yes,0.8,0.9991207707378241
3170,Yes,0.7,0.998689939468023
3171,No,0.8,0.9951960474339966
3172,No,0.8,0.7967397930540755
3173,No,0.8,0.9857382657340035
3174,No,0.9,0.9988748587510662
3175,No,0.8,0.9966966914354177
3176,No,0.8,0.8663170692340098
3177,No,0.8,0.5295425436839888
3178,Yes,0.6,0.9835830451157096
3179,Yes,0.9,0.9999206129149703
3180,Yes,0.6,0.9989562212157144
3181,Yes,0.6,0.9217803837281708
3182,No,0.8,0.9739144980413419
3183,Yes,0.6,0.6756440532402369
3184,No,1.0,0.999890577847346
3185,No,0.9,0.9998076332215631
3186,No,0.8,0.9317841875661752
3187,No,0.9,0.9461128090348347
3188,No,0.9,0.9987617585185474
3189,Yes,0.6,0.5293692585378091
3190,Yes,0.7,0.9872690597374287
3191,Yes,0.6,0.9900134844335207
3192,No,0.8,0.9888631287967324
3193,No,0.8,0.9979205547857256
3194,No,0.8,0.5607507581429672
3195,No,0.8,0.9952057293409947
3196,No,0.8,0.9874358254091198
3197,No,0.8,0.9977255456877199
3198,No,0.8,0.49834395035470647
3199,Yes,0.7,0.9873591172604881
3200,Yes,0.6,0.8792628370808087
3201,Yes,0.6,0.6211508768348633
3202,No,0.9,0.9982245552422877
3203,No,1.0,0.999935154351806
3204,No,1.0,0.9999123888519666
3205,No,0.8,0.7042160789056968
3206,No,0.8,0.992241724234939
3207,No,1.0,0.9998810432844463
3208,No,1.0,0.9999023771230333
3209,No,0.9,0.9971094479557789
3210,No,0.8,0.9623960761258856
3211,No,1.0,0.9998765144262002
3212,No,1.0,0.999591874813306
3213,No,1.0,0.9999154877575644
3214,No,0.9,0.9932465784160748
3215,No,0.9,0.9987612828532979
3216,No,1.0,0.999902734679677
3217,No,1.0,0.999937061454891
3218,No,1.0,0.9963422588975964
3219,No,1.0,0.9997903548262453
3220,No,1.0,0.9999113161575117
3221,No,0.9,0.8668101446411295
3222,No,0.9,0.9923352740717444
3223,No,1.0,0.9998502955441295
3224,No,0.9,0.9997699789999885
3225,No,0.9,0.9990371209077317
3226,No,1.0,0.9999277643917183
3227,No,1.0,0.9999140574916894
3228,No,1.0,0.9998918888614018
3229,No,1.0,0.999890577847346
3230,No,1.0,0.9999069062148269
3231,No,1.0,0.9998848570841458
3232,No,1.0,0.9999146534361616
3233,No,0.9,0.9992282391133855
3234,No,0.9,0.9993277541743696
3235,No,1.0,0.9998568501347177
3236,No,0.9,0.9923081584144581
3237,No,0.9,0.999756991330385
3238,Yes,0.7,0.9946676255110053
3239,Yes,0.6,0.8336639011620656
3240,Yes,0.6,0.7301341206778135
3241,Yes,0.6,0.9395781248054403
3242,Yes,0.7,0.9857879605080258
3243,Yes,0.8,0.9977280378168292
3244,Yes,0.7,0.9839378044199588
3245,Yes,0.6,0.9041297484344138
3246,Yes,0.6,0.7048594647005542
3247,Yes,0.6,0.8794450790988726
3248,No,0.9,0.8173716122744087
3249,No,0.9,0.9974421291504264
3250,No,0.9,0.9994540812312117
3251,No,0.9,0.9996992062571417
3252,No,0.9,0.9993869250722033
3253,No,0.9,0.9995151725762135
3254,No,1.0,0.9998411192709713
3255,No,1.0,0.9998481504205439
3256,No,0.9,0.9982190910111178
3257,No,1.0,0.9997636638502868
3258,No,1.0,0.9998788980294174
3259,No,1.0,0.9996097419410437
3260,No,1.0,0.9996884839934937
3261,No,1.0,0.9998690061568565
3262,No,1.0,0.9998958219357085
3263,No,0.9,0.9767605357627875
3264,No,1.0,0.9998051307913051
3265,No,1.0,0.9999328896775282
3266,No,1.0,0.9998883133686028
3267,No,1.0,0.9999085748308497
3268,No,1.0,0.9998629281127636
3269,No,1.0,0.9974665615103744
3270,No,0.9,0.9980183846536876
3271,No,0.9,0.9993220398887218
3272,No,0.9,0.9994575345576673
3273,No,0.9,0.9987524832614484
3274,No,0.8,0.9577204145573813
3275,No,0.9,0.9958486755822535
3276,No,0.9,0.9995947335090094
3277,No,0.9,0.999814544744775
3278,No,1.0,0.9993115637929262
3279,No,1.0,0.9996822890100325
3280,No,0.9,0.979551304332288
3281,No,0.9,0.9994875435710048
3282,No,0.9,0.4994153513422665
3283,No,0.9,0.9957668731183651
3284,No,0.95,0.999225263453951
3285,No,0.9,0.9953124747627505
3286,No,0.9,0.9819097307537316
3287,No,0.8,0.957696253811497
3288,No,0.8,0.9041519649969331
3289,No,0.8,0.8510048889797448
3290,No,0.9,0.979518592405277
3291,No,0.9,0.9974450943325004
3292,No,0.8,0.8503393608567165
3293,No,0.9,0.704430349596246
3294,Yes,0.6,0.946197757904151
3295,No,0.9,0.9769051126700768
3296,No,0.9,0.9996508387251318
3297,Yes,0.7,0.8662735923741789
3298,Yes,0.7,0.9873280893779381
3299,Yes,0.7,0.9836137235424526
3300,Yes,0.7,0.9887638221594489
3301,Yes,0.6,0.9227702350100528
3302,Yes,0.7,0.9946458068145183
3303,Yes,0.8,0.9923153183620556
3304,Yes,0.8,0.9991180337811683
3305,Yes,0.7,0.9946485195934679
3306,No,0.9,0.9888574170778855
3307,No,0.9,0.9982508076986952
3308,No,1.0,0.999900231778581
3309,No,1.0,0.9996831229484373
3310,No,0.9,0.9998263422211666
3311,No,0.9,0.9963207217351816
3312,No,1.0,0.9999183483027276
3313,No,0.9,0.9980029489476615
3314,No,0.8,0.9664892866072647
3315,No,0.9,0.9624722683282425
3316,No,0.8,0.9888380672868595
3317,No,0.8,0.6761200490219608
3318,Yes,0.6,0.8649989922091069
3319,No,0.9,0.9818046906638649
3320,No,0.9,0.9985110313310352
3321,Yes,0.7,0.9873491236434555
3322,No,0.8,0.9839371116494048
3323,Yes,0.6,0.8162377914160714
3324,No,0.9,0.9996073596194983
3325,No,0.9,0.9982422546712348
3326,No,1.0,0.9996776428194508
3327,No,0.95,0.9998013176012303
3328,No,1.0,0.9998945109092205
3329,No,1.0,0.9998272955702814
3330,No,1.0,0.9998513681076482
3331,Yes,0.6,0.7963519347723318
3332,No,0.9,0.9992284771153399
3333,No,0.9,0.9963187100587285
3334,No,0.9,0.9994477700403345
3335,No,1.0,0.9998916504977274
3336,No,0.9,0.999557929037708
3337,No,1.0,0.9998474353900711
3338,No,1.0,0.9999387301794401
3339,No,1.0,0.9999244270256572
3340,No,1.0,0.9996190331016879
3341,No,1.0,0.9995536413296469
3342,No,1.0,0.999911912093075
3343,No,1.0,0.9999106010236644
3344,No,1.0,0.999937061454891
3345,No,1.0,0.9997319701774435
3346,No,1.0,0.9999336048345919
3347,No,1.0,0.9999077405224903
3348,No,0.9,0.7054548497225425
3349,No,1.0,0.9998159747300905
3350,No,1.0,0.9997067119712221
3351,No,1.0,0.9998550625148414
3352,No,1.0,0.9998821159100493
3353,No,1.0,0.9998513681076482
3354,No,1.0,0.9996402366412317
3355,No,1.0,0.999909289963248
3356,No,1.0,0.9994416971165758
3357,No,1.0,0.9998604253986084
3358,No,0.9,0.9993793050960424
3359,No,1.0,0.9998337306896703
3360,No,0.9,0.9995574526441869
3361,No,1.0,0.9998110889771968
3362,No,1.0,0.9995930659258249
3363,No,0.9,0.998224436477072
3364,No,0.9,0.9977440581649096
3365,No,1.0,0.9998598295228305
3366,No,1.0,0.9998786596688399
3367,No,1.0,0.9998213372005136
3368,Yes,0.6,0.8500257216788061
3369,No,0.9,0.9992330001520149
3370,No,1.0,0.9996083125416166
3371,No,0.9,0.776787201289319
3372,No,1.0,0.9998386166696033
3373,No,0.9,0.9996509578637115
3374,No,0.9,0.9958317705150768
3375,No,1.0,0.9999020195665175
3376,No,0.9,0.9998578035420218
3377,No,1.0,0.9998045349775786
3378,No,1.0,0.9999423060344126
3379,Yes,0.6,0.9651138022694803
3380,No,1.0,0.9998349223959241
3381,No,1.0,0.9999315785515103
3382,No,1.0,0.9999207321075279
3383,No,1.0,0.999755918969945
3384,No,1.0,0.9999106010236644
3385,No,1.0,0.999781537103889
3386,No,1.0,0.9999077405224903
3387,No,1.0,0.9998657883547901
3388,No,1.0,0.9997089756458994
3389,No,1.0,0.9998431451888738
3390,No,1.0,0.9999115545331495
3391,No,1.0,0.9998881941871848
3392,No,1.0,0.9996106948654331
3393,No,1.0,0.9995940188343171
3394,No,1.0,0.9997751026550465
3395,No,1.0,0.9998861680907007
3396,No,1.0,0.9998020325696243
3397,No,1.0,0.9998035816792646
3398,No,0.9,0.9996467884582732
3399,No,1.0,0.9997924996948935
3400,No,1.0,0.9997655702989592
3401,No,1.0,0.9998825926329088
3402,No,1.0,0.9999326512895288
3403,No,1.0,0.9990422370998293
3404,No,0.9,0.9992421652312367
3405,No,0.9,0.9998663842486692
3406,No,0.9,0.9984331876906817
3407,No,0.9,0.9995429221690519
3408,No,1.0,0.9997890440762561
3409,No,1.0,0.999765212842284
3410,No,1.0,0.9999163220796634
3411,No,1.0,0.999858995291518
3412,No,0.9,0.999926930045521
3413,No,0.9,0.9996209389981823
3414,No,0.9,0.9990297442282783
3415,No,0.9,0.9705107815581746
3416,No,0.9,0.9995252956464505
3417,No,0.8,0.9461798271044755
3418,Yes,0.6,0.9815274889072373
3419,Yes,0.7,0.9837000020138751
3420,No,0.7,0.5296564675083185
3421,Yes,0.7,0.9977300551264948
3422,Yes,0.6,0.8157371744544487
3423,Yes,0.6,0.5917954029570152
3424,Yes,0.7,0.9995482817349804
3425,Yes,0.8,0.9988494060617168
3426,Yes,0.8,0.9992072910920871
3427,Yes,0.7,0.9899465396083693
3428,Yes,0.7,0.976623620455895
3429,Yes,0.7,0.992259446727723
3430,Yes,0.85,0.9998395700449714
3431,Yes,0.7,0.9996053346448304
3432,Yes,0.7,0.976792154901997
3433,Yes,0.8,0.9988685549969865
3434,Yes,0.7,0.9922360904928572
3435,Yes,0.6,0.9236078186000591
3436,Yes,0.7,0.9817139191818312
3437,Yes,0.7,0.9790429050498851
3438,Yes,0.7,0.976731535622419
3439,Yes,0.7,0.9974901646525003
3440,Yes,0.6,0.9619088554429955
3441,No,0.8,0.8509849547424866
3442,Yes,0.7,0.9818404288199681
3443,Yes,0.6,0.8925967275637123
3444,Yes,0.6,0.9031487359928156
3445,Yes,0.6,0.9573425713186947
3446,Yes,0.7,0.9990019040969107
3447,No,0.8,0.9231397670824752
3448,Yes,0.6,0.9662746442266947
3449,Yes,0.7,0.9939276231057429
3450,Yes,0.7,0.9963024987207164
3451,Yes,0.8,0.9987498673040797
3452,Yes,0.8,0.9994390774924007
3453,Yes,0.7,0.995164052673108
3454,Yes,0.7,0.9836342526986057
3455,Yes,0.7,0.9839363052504324
3456,Yes,0.6,0.7947312837824086
3457,Yes,0.7,0.9818812269911043
3458,Yes,0.7,0.9993046592076712
3459,Yes,0.7,0.9524034852153713
3460,Yes,0.8,0.9962865244837742
3461,Yes,0.6,0.5305172589130315
3462,Yes,0.6,0.9389289358396415
3463,Yes,0.7,0.9662207769127401
3464,Yes,0.6,0.9145057898124914
3465,Yes,0.6,0.9457492903648009
3466,Yes,0.7,0.9931674371366438
3467,No,0.7,0.5908873778170984
3468,Yes,0.7,0.9983888638313463
3469,Yes,0.7,0.9931019461685664
3470,Yes,0.6,0.9872196801333791
3471,Yes,0.7,0.9922413721539998
3472,Yes,0.7,0.9992102665816771
3473,Yes,0.6,0.9735787920816394
3474,Yes,0.6,0.850632188405019
3475,Yes,0.7,0.9984148872174754
3476,Yes,0.6,0.9702826780733179
3477,No,0.8,0.8661713503188289
3478,Yes,0.7,0.9979729103278764
3479,Yes,0.6,0.620964491595706
3480,Yes,0.6,0.9661860536146895
3481,Yes,0.6,0.7301912638661985
3482,No,0.9,0.9795596553629194
3483,Yes,0.6,0.9868337591744817
3484,Yes,0.6,0.5294781271208818
3485,No,0.9,0.9705761345429509
3486,No,0.9,0.9737835790832976
3487,Yes,0.7,0.9900869824498573
3488,Yes,0.8,0.9874290836885661
3489,Yes,0.6,0.5919425480783612
3490,Yes,0.6,0.8349331103476454
3491,Yes,0.6,0.9039099564880012
3492,Yes,0.6,0.9696729826501491
3493,No,0.8,0.5911411897635658
3494,Yes,0.8,0.997447229046105
3495,Yes,0.7,0.9921395086493403
3496,Yes,0.6,0.7041179072785225
3497,Yes,0.7,0.9967159947326508
3498,Yes,0.8,0.9991260067541812
3499,Yes,0.7,0.9962468869166136
3500,No,0.8,0.8667130569159337
3501,Yes,0.8,0.9991318378615267
3502,Yes,0.9,0.9993032306807528
3503,Yes,0.7,0.9839531554608805
3504,Yes,0.9,0.9998294406054757
3505,Yes,0.7,0.9909825700985492
3506,Yes,0.7,0.9885786659905229
3507,Yes,0.7,0.9987483213821852
3508,No,0.9,0.9901823477829653
3509,No,1.0,0.9998592336474077
3510,No,1.0,0.9998721047897782
3511,No,1.0,0.9999011852636277
3512,No,1.0,0.999923235110867
3513,No,0.9,0.9996668018793521
3514,No,0.9,0.9986268091295468
3515,No,1.0,0.9998934382484954
3516,No,1.0,0.9999160837028892
3517,No,0.9,0.9986190817751823
3518,Yes,0.6,0.9660973703530916
3519,Yes,0.8,0.999509932455036
3520,Yes,0.7,0.9871150115572164
3521,Yes,0.9,0.9953129475109208
3522,Yes,0.8,0.9987335766445121
3523,Yes,0.6,0.9310615974488835
3524,Yes,0.6,0.8799371429201895
3525,Yes,0.7,0.9967447734240057
3526,Yes,0.6,0.9576231116897417
3527,Yes,0.7,0.9818542200507984
3528,Yes,0.6,0.9768790595899495
3529,No,0.8,0.9900502913102243
3530,Yes,0.6,0.9660046971253391
3531,Yes,0.6,0.9655154804984999
3532,Yes,0.6,0.9320494293810283
3533,Yes,0.6,0.7541061399202031
3534,No,0.9,0.9461429020774992
3535,Yes,0.6,0.6215725321759117
3536,No,0.9,0.998444952623781
3537,Yes,0.9,0.9998386166696033
3538,Yes,0.8,0.999853394075417
3539,Yes,0.7,0.9818850201293666
3540,Yes,0.8,0.9979528458932699
3541,Yes,0.7,0.9912667783571436
3542,Yes,0.6,0.9517204780933397
3543,Yes,0.8,0.9996844334286352
3544,Yes,0.8,0.9996687079542061
3545,Yes,0.6,0.9575239674047152
3546,No,0.8,0.7971766014565782
3547,No,0.8,0.7048145753484922
3548,Yes,0.6,0.7975251557847028
3549,No,0.8,0.5912462691579428
3550,Yes,0.6,0.7768864751008276
3551,Yes,0.6,0.7763585110152824
3552,Yes,0.7,0.9952742139585188
3553,Yes,0.8,0.9997727195465926
3554,No,0.8,0.7054726364139281
3555,Yes,0.7,0.995792759881165
3556,Yes,0.7,0.9912841150773842
3557,Yes,0.7,0.9962987120536799
3558,Yes,0.6,0.7749986524760398
3559,Yes,0.7,0.9873802689723545
3560,No,0.8,0.9738869084374661
3561,No,0.9,0.939689059732649
3562,Yes,0.6,0.9142139758633764
3563,No,0.9,0.866833782117587
3564,Yes,0.6,0.7296408645811834
3565,No,0.9,0.8930234769884299
3566,Yes,0.9,0.9999176331638507
3567,Yes,0.8,0.9967103102915391
3568,Yes,0.7,0.9922256450753806
3569,Yes,0.6,0.879725172261781
3570,Yes,0.6,0.6207704290685575
3571,Yes,0.6,0.9141890668218275
3572,Yes,0.8,0.9979979621604987
3573,Yes,0.7,0.9991155348070632
3574,Yes,0.7,0.9957622631222213
3575,Yes,0.7,0.9967043889461644
3576,Yes,0.7,0.9983702085201944
3577,Yes,0.7,0.9885649193289828
3578,No,0.8,0.9572019771516415
3579,Yes,0.6,0.7538316011779415
3580,Yes,0.6,0.7512733752807893
3581,Yes,0.8,0.9974136658946205
3582,Yes,0.6,0.9141652550392705
3583,Yes,0.6,0.9700442496089688
3584,No,0.8,0.9987659205700761
3585,Yes,0.7,0.9704839463673586
3586,Yes,0.6,0.5301543074421335
3587,Yes,0.6,0.797730229560554
3588,Yes,0.7,0.9624851905159165
3589,Yes,0.7,0.9900989023836629
3590,Yes,0.6,0.8351074086900054
3591,Yes,0.9,0.9997839202624583
3592,Yes,0.6,0.5916193073042941
3593,Yes,0.7,0.9703502442419415
3594,Yes,0.6,0.9520365210022591
3595,Yes,0.6,0.7047953349292574
3596,Yes,0.6,0.7039672347925955
3597,No,0.8,0.9321997232968429
3598,No,0.9,0.6511648647087771
3599,Yes,0.6,0.9043138632902922
3600,Yes,0.7,0.9987593801945651
3601,No,0.9,0.9900759985704449
3602,Yes,0.7,0.9912720497810816
3603,Yes,0.6,0.9623109563735924
3604,Yes,0.6,0.7965697160784718
3605,Yes,0.6,0.9973559144372316
3606,Yes,0.9,0.9998158555572949
3607,Yes,0.7,0.9988623701237894
3608,Yes,0.6,0.6211216845089601
3609,Yes,0.7,0.9985865096382596
3610,Yes,0.8,0.999299540392013
3611,Yes,0.8,0.9994834946348085
3612,Yes,0.8,0.9991402870810099
3613,Yes,0.6,0.9319306684243176
3614,Yes,0.8,0.9993808529253569
3615,Yes,0.6,0.9871546222809168
3616,Yes,0.9,0.9993091828800238
3617,Yes,0.8,0.9958330707876587
3618,No,0.8,0.8350731508676721
3619,Yes,0.6,0.8168988810129932
3620,Yes,0.6,0.903936161406491
3621,Yes,0.7,0.952151498479289
3622,Yes,0.6,0.7044538838826494
3623,Yes,0.6,0.6210685235692157
3624,Yes,0.8,0.9998100164859848
3625,Yes,0.7,0.9938778104975393
3626,Yes,0.6,0.9974026369612987
3627,Yes,0.7,0.9664065589352694
3628,Yes,0.6,0.6488769600718965
3629,Yes,0.6,0.9699996052237646
3630,Yes,0.7,0.9946728149731733
3631,Yes,0.6,0.9132745979681034
3632,Yes,0.7,0.9873074049711045
3633,No,0.8,0.7959891377716567
3634,Yes,0.6,0.6215772744160797
3635,No,0.8,0.9939173774107833
3636,Yes,0.6,0.8925967275637123
3637,Yes,0.8,0.9932014202585628
3638,Yes,0.6,0.9522630452558702
3639,Yes,0.8,0.9984088268462258
3640,Yes,0.8,0.9994414590056604
3641,Yes,0.8,0.9984262952184977
3642,No,0.8,0.981743560986816
3643,Yes,0.7,0.9974360806057703
3644,Yes,0.7,0.9856869541250343
3645,Yes,0.7,0.9664280448393425
3646,Yes,0.8,0.9994419352857232
3647,Yes,0.8,0.9994842091723022
3648,Yes,0.8,0.9991279108092284
3649,No,0.8,0.9145574383520413
3650,No,0.8,0.9837446447951239
3651,No,0.8,0.8805368710740444
3652,Yes,0.6,0.8514048009356827
3653,Yes,0.6,0.8667208447145966
3654,No,0.8,0.9239103544752304
3655,No,0.8,0.893043537647067
3656,Yes,0.6,0.6784512365538377
3657,Yes,0.6,0.7301129705630897
3658,Yes,0.6,0.9392272881445973
3659,No,0.8,0.4996176325192985
3660,No,0.8,0.4997797488054225
3661,No,0.9,0.9839752000918435
3662,No,0.9,0.817253440352604
3663,Yes,0.6,0.7048718586144301
3664,Yes,0.6,0.7540802951316498
3665,No,0.8,0.9239146223595953
3666,No,0.8,0.8930056988974544
3667,No,0.9,0.9397591726561461
3668,No,0.9,0.9464460711385647
3669,Yes,0.6,0.7754322999330711
3670,No,0.9,0.973880124079682
3671,Yes,0.7,0.9856921665002985
3672,Yes,0.6,0.7536813864564563
3673,No,0.8,0.7291149993194677
3674,No,0.8,0.53067946931721
3675,No,0.8,0.8171961082208046
3676,No,0.8,0.7050956377515304
3677,No,0.8,0.8347083729503986
3678,Yes,0.6,0.6502737395668132
3679,Yes,0.7,0.9901615436393667
3680,No,0.8,0.678580552083036
3681,Yes,0.6,0.9888379512500373
3682,No,0.8,0.9666213710554248
3683,No,0.8,0.5918221410671467
3684,Yes,0.6,0.5302255378586613
3685,No,0.9,0.9839895106720201
3686,No,0.8,0.5613587574411327
3687,Yes,0.6,0.8516419905673515
3688,Yes,0.8,0.9996429764830677
3689,Yes,0.8,0.9987402355613494
3690,Yes,0.9,0.999800364305984
3691,Yes,0.6,0.9575794937888092
3692,No,0.8,0.7048661027696967
3693,No,0.8,0.9141953399947673
3694,No,0.8,0.8663559007681935
3695,No,0.9,0.8806166505008267
3696,No,0.9,0.999794167930862
3697,No,0.8,0.9039102528128251
3698,Yes,0.6,0.5305899296205981
3699,No,0.7,0.621774702263348
3700,Yes,0.6,0.9460210519589134
3701,No,0.9,0.9998231247018958
3702,Yes,0.8,0.9991006601957624
3703,Yes,0.9,0.9967291401994128
3704,Yes,0.7,0.9946460430302503
3705,No,0.9,0.999636305583256
3706,Yes,0.8,0.9953003113076282
3707,Yes,0.7,0.9768134241202647
3708,Yes,0.8,0.9974477035049387
3709,Yes,0.8,0.9912993434653529
3710,Yes,0.6,0.7053211485273917
3711,Yes,0.7,0.9768485730188297
3712,Yes,0.6,0.6789405611972816
3713,No,0.8,0.5617374803904404
3714,Yes,0.7,0.9624933619888406
3715,Yes,0.6,0.5309682752899567
3716,No,0.9,0.8667870244544095
3717,No,0.9,0.8929288952246124
3718,No,0.9,0.9993970455346693
3719,No,0.9,0.9705035959089078
3720,No,0.8,0.9321431614377097
3721,No,0.8,0.7767466202896376
3722,No,0.8,0.9145857577075969
3723,Yes,0.6,0.5912732643984685
3724,Yes,0.6,0.9320709708776976
3725,No,1.0,0.999782609520905
3726,No,0.9,0.9953332601360657
3727,No,0.8,0.5922007313220774
3728,No,0.8,0.6780685706248105
3729,No,1.0,0.9998861680907007
3730,No,0.9,0.9993237065253333
3731,No,0.8,0.9042477692285334
3732,Yes,0.6,0.8787497145538459
3733,No,0.8,0.8169548897184616
3734,No,0.9,0.9958400456382872
3735,No,0.8,0.8802827666734189
3736,No,0.9,0.9989007886344757
3737,No,0.8,0.49936174299791486
3738,No,0.9,0.9397019035751634
3739,Yes,0.6,0.5310128061400303
3740,Yes,0.7,0.970417260199712
3741,No,0.9,0.9995884205863002
3742,No,0.8,0.9236795188405785
3743,Yes,0.8,0.9931896613813074
3744,Yes,0.7,0.946237141999398
3745,Yes,0.7,0.9768715520356721
3746,Yes,0.8,0.9997057588680142
3747,Yes,0.8,0.9991157727821729
3748,No,0.9,0.9973823582731374
3749,No,1.0,0.9998058457769751
3750,No,0.8,0.9457469439227347
3751,No,0.9,0.9995663854968585
3752,No,0.9,0.9993939498864522
3753,No,0.9,0.946285707281491
3754,No,1.0,0.9998563734386815
3755,No,0.9,0.6213981688294764
3756,No,1.0,0.9998996358499792
3757,No,1.0,0.9998536324154215
3758,No,1.0,0.9999301482335173
3759,No,0.9,0.998552275535864
3760,No,0.9,0.9997100478977962
3761,No,0.8,0.9872287419782347
3762,No,0.8,0.8511795871468626
3763,No,0.9,0.9995096942696848
3764,No,0.9,0.9979775407822953
3765,No,0.9,0.9996056920152503
3766,No,0.9,0.9931782550565216
3767,No,0.9,0.9995052879091038
3768,No,1.0,0.9998610212892914
3769,No,0.9,0.9901735815865466
3770,Yes,0.6,0.816844714107444
3771,No,0.9,0.9967105469975645
3772,No,0.9,0.9994500325469231
3773,No,0.9,0.9971061295000725
3774,No,0.9,0.9996046199625587
3775,No,1.0,0.9998240780479425
3776,No,0.9,0.9998317048053932
3777,No,0.9,0.9971188113814596
3778,No,0.9,0.9976937437119763
3779,No,0.9,0.9737310180074096
3780,No,0.9,0.9974169865349809
3781,No,0.9,0.998388982616125
3782,No,0.9,0.9992352616489484
3783,No,0.9,0.9995696013608177
3784,No,0.9,0.9997838011080321
3785,No,1.0,0.9999194210120018
3786,No,1.0,0.9999516033710262
3787,Yes,0.7,0.9396030675707807
3788,No,0.9,0.9901981263943387
3789,No,0.9,0.9986102847149851
3790,No,0.9,0.9979749285973688
3791,No,0.8,0.9576516443726557
3792,No,0.9,0.9991343368764088
3793,No,0.9,0.9994628931712466
3794,No,0.9,0.99964226174479
3795,No,0.9,0.9993022783693865
3796,No,0.9,0.9992959691259229
3797,No,0.9,0.9991313618455537
3798,No,0.9,0.981888467618271
3799,No,0.9,0.9953056255012176
3800,No,0.9,0.9939929875439395
3801,No,0.8,0.9952692544782277
3802,No,0.9,0.9982080442238653
3803,No,0.9,0.9996060493567055
3804,No,1.0,0.9999521993597025
3805,No,1.0,0.9999185866873171
3806,No,0.8,0.9912777892950291
3807,No,0.8,0.9912274226627004
3808,No,1.0,0.999886525634273
3809,No,1.0,0.9998852146345244
3810,No,0.9,0.9971034035179261
3811,No,0.9,0.9977512972917738
3812,No,1.0,0.999921924012059
3813,No,0.9,0.999122317759627
3814,No,1.0,0.999892246414295
3815,No,1.0,0.9997798689035446
3816,No,1.0,0.9998321814896682
3817,No,1.0,0.999910362648254
3818,No,1.0,0.9999517225672779
3819,No,1.0,0.9999198977744738
3820,No,1.0,0.9998965370444355
3821,No,1.0,0.9999204937224269
3822,No,1.0,0.9998110889771968
3823,No,1.0,0.9999238310680846
3824,No,1.0,0.999870555472117
3825,No,1.0,0.9998874790916995
3826,No,1.0,0.9998338498645966
3827,No,1.0,0.9982268121326977
3828,No,1.0,0.99992609570002
3829,No,1.0,0.9998914121268349
3830,No,1.0,0.9998271763961363
3831,No,1.0,0.9998872407290764
3832,No,1.0,0.9998151405644667
3833,No,1.0,0.9998555392102526
3834,No,1.0,0.99968788830747
3835,No,0.9,0.9998038200073951
3836,No,1.0,0.9995676956785696
3837,Yes,0.6,0.9873522611207215
3838,No,1.0,0.9998666225917704
3839,Yes,0.6,0.592065767479691
3840,Yes,0.6,0.5614326745400621
3841,No,0.8,0.9818404288199681
3842,No,0.9,0.9888842289200107
3843,No,0.9,0.9464070943728766
3844,No,0.9,0.9982253867154021
3845,No,0.9,0.9995423266861265
3846,No,0.9,0.9990287924101422
3847,No,0.9,0.988876884209893
3848,No,0.9,0.9901528947403938
3849,No,0.9,0.9971148999605741
3850,No,0.9,0.9996797871989924
3851,No,1.0,0.9997612807981958
3852,No,1.0,0.9998332540192061
3853,No,1.0,0.9999131039798174
3854,No,0.9,0.9989119698426957
3855,No,1.0,0.9999101242729004
3856,No,1.0,0.999921566441278
3857,No,0.9,0.9995556660832322
3858,No,1.0,0.9998527982038293
3859,No,1.0,0.9999091707720544
3860,No,1.0,0.9998222905303066
3861,No,1.0,0.9997437656902062
3862,No,1.0,0.9998886709202175
3863,No,1.0,0.9999142958679805
3864,No,0.9,0.9998164513923169
3865,No,1.0,0.9998426684993716
3866,No,1.0,0.9999450475372202
3867,No,1.0,0.9998992782944437
3868,No,1.0,0.9998970137814459
3869,No,1.0,0.9999154877575644
3870,No,1.0,0.9998761568862077
3871,No,1.0,0.9998997550400364
3872,No,0.9,0.9997911889420923
3873,No,1.0,0.9998939149840284
3874,No,0.9,0.9992260966330464
3875,Yes,0.6,0.6211547643121516
3876,No,0.9,0.998772223095079
3877,No,1.0,0.9996821698677187
3878,No,1.0,0.9998563734386815
3879,No,1.0,0.9995581672636447
3880,No,1.0,0.9994602733751622
3881,No,1.0,0.9999417100552707
3882,No,1.0,0.9996324936480251
3883,No,1.0,0.9998953451992663
3884,No,0.9,0.9994934979734932
3885,No,1.0,0.9998210988682074
3886,No,1.0,0.9995649562176118
3887,No,1.0,0.9998091823398811
3888,No,1.0,0.9998993974844581
3889,No,0.9,0.9923079232160232
3890,No,0.9,0.9991427861751828
3891,No,1.0,0.9997823712123792
3892,No,1.0,0.9999146534361616
3893,No,0.9,0.7762870200914049
3894,No,1.0,0.9998166897235152
3895,No,1.0,0.9998673376650645
3896,No,1.0,0.9998483887738482
3897,No,1.0,0.9999227583468039
3898,No,0.9,0.8804660860064539
3899,No,0.9,0.998899004439154
3900,Yes,0.6,0.7029426325315634
3901,No,0.9,0.9818889266747359
3902,No,0.9,0.9523674810003341
3903,Yes,0.6,0.7304966618533726
3904,No,0.9,0.9967392069431157
3905,No,0.8,0.816939453769289
3906,No,0.9,0.9922899642011637
3907,No,1.0,0.9998194305436546
3908,No,1.0,0.9998986823736853
